type,country,state,activity,sex,age,fatal,time,species,year,month
Unprovoked,usa,california,surfing/bodyboarding,m,26.0,N,afternoon,great white,1993,10
Unprovoked,usa,florida,swimming,f,26.0,N,morning,bull,1993,10
Unprovoked,usa,hawaii,surfing/bodyboarding,,,N,,tiger,1993,10
Unprovoked,somalia,banaadir region,swimming,m,21.0,Y,,,1993,9
Unprovoked,south africa,western cape province,dive fishing,m,36.0,N,morning,great white,1993,9
Unprovoked,el salvador,la libertad,surfing/bodyboarding,,15.0,N,,great white,1993,9
Unprovoked,el salvador,la libertad,surfing/bodyboarding,m,17.0,Y,,,1993,9
Unprovoked,usa,florida,wading,m,19.0,N,,,1993,9
Unprovoked,usa,florida,,m,16.0,N,,,1993,9
Unprovoked,spain,costa blanca,swimming,m,69.0,N,morning,,1993,9
Unprovoked,bahamas,walkers cay,dive fishing,m,51.0,N,evening,reef,1993,8
Unprovoked,usa,florida,surfing/bodyboarding,,13.0,N,,,1993,8
Unprovoked,usa,hawaii,surfing/bodyboarding,m,,N,morning,,1993,8
Unprovoked,usa,north carolina,,f,19.0,N,morning,bull,1993,8
Unprovoked,usa,california,diving,m,39.0,N,afternoon,great white,1993,8
Unprovoked,new caledonia,south province,dive fishing,m,,Y,,,1993,8
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,28.0,N,afternoon,great white,1993,7
Unprovoked,usa,florida,swimming,f,12.0,N,evening,,1993,7
Unprovoked,brazil,pernambuco,swimming,m,,Y,,,1993,6
Unprovoked,reunion,saint-paul,surfing/bodyboarding,m,16.0,N,,,1993,6
Unprovoked,hong kong,new territories,swimming,m,61.0,Y,morning,,1993,6
Unprovoked,mexico,quintana roo,diving,f,42.0,Y,evening,,1993,6
Unprovoked,usa,hawaii,surfing/bodyboarding,m,22.0,N,morning,tiger,1993,6
Unprovoked,australia,new south wales,diving,m,31.0,Y,morning,great white,1993,6
Unprovoked,australia,tasmania,diving,f,34.0,Y,morning,great white,1993,6
Unprovoked,hong kong,new territories,swimming,m,42.0,Y,,,1993,6
Unprovoked,usa,north carolina,swimming,f,,N,evening,,1993,6
Unprovoked,hong kong,"on the kowloon penisula, south of sai kung",,f,,Y,,,,
Unprovoked,somalia,banaadir region,swimming,f,,Y,,,1993,5
Unprovoked,brazil,pernambuco,surfing/bodyboarding,m,,N,,,1993,3
Unprovoked,usa,florida,swimming,m,25.0,N,afternoon,,1993,3
Unprovoked,japan,ehime prefecture,,,,N,,great white,1993,3
Unprovoked,usa,hawaii,surfing/bodyboarding,m,35.0,N,afternoon,tiger,1993,3
Unprovoked,usa,california,dive fishing,m,55.0,N,afternoon,great white,1993,3
Unprovoked,new caledonia,south province,swimming,,,N,,,1993,3
Unprovoked,brazil,pernambuco,surfing/bodyboarding,m,15.0,N,,,1993,1
Unprovoked,australia,queensland,dive fishing,m,21.0,N,morning,,1993,1
Unprovoked,usa,oregon,surfing/bodyboarding,m,29.0,N,afternoon,great white,1993,1
Unprovoked,angola,west africa,surfing/bodyboarding,m,,N,,great white,,
Unprovoked,somalia,banaadir region,,,,Y,,,,
Unprovoked,tonga,vava’u,dive fishing,,30.0,N,,,1993,
Unprovoked,usa,florida,swimming,,,N,,lemon,1993,
Unprovoked,usa,hawaii,wading,m,10.0,N,morning,tiger,1992,12
Unprovoked,usa,hawaii,wading,m,30.0,N,evening,tiger,1992,12
Unprovoked,usa,california,dive fishing,m,31.0,N,afternoon,mako,1992,11
Unprovoked,usa,florida,surfing/bodyboarding,m,19.0,N,morning,blacktip,1992,11
Unprovoked,usa,florida,surfing/bodyboarding,m,24.0,N,afternoon,,1992,11
Unprovoked,fiji,wakaya island,diving,m,30.0,N,,hammerhead,1992,11
Unprovoked,usa,california,diving,m,40.0,N,afternoon,,1992,11
Unprovoked,usa,florida,surfing/bodyboarding,m,17.0,N,afternoon,,1992,11
Unprovoked,usa,hawaii,surfing/bodyboarding,m,18.0,Y,morning,tiger,1992,11
Unprovoked,usa,california,diving,m,40.0,N,morning,great white,1992,10
Unprovoked,usa,hawaii,surfing/bodyboarding,m,28.0,N,morning,tiger,1992,10
Unprovoked,australia,new south wales,diving,m,,N,,nurse,1992,10
Unprovoked,brazil,maranhão,surfing/bodyboarding,,,N,afternoon,,1992,10
Unprovoked,australia,queensland,surfing/bodyboarding,m,28.0,Y,afternoon,great white,1992,10
Unprovoked,brazil,pernambuco,surfing/bodyboarding,m,,N,afternoon,,1992,9
Unprovoked,usa,oregon,surfing/bodyboarding,m,20.0,N,evening,great white,1992,9
Unprovoked,usa,florida,wading,f,18.0,N,afternoon,,1992,9
Unprovoked,brazil,pernambuco,swimming,m,,Y,,,1992,9
Unprovoked,usa,florida,fishing,m,,N,,,1992,9
Unprovoked,bahamas,abaco islands,dive fishing,f,34.0,N,,blacktip,1992,8
Unprovoked,australia,south australia,surfing/bodyboarding,m,17.0,N,evening,great white,1992,8
Unprovoked,usa,california,surfing/bodyboarding,m,22.0,N,evening,great white,1992,8
Unprovoked,usa,florida,wading,f,42.0,N,afternoon,,1992,7
Unprovoked,brazil,maranhão,surfing/bodyboarding,m,,N,evening,,1992,7
Unprovoked,brazil,maranhão,surfing/bodyboarding,m,,N,morning,,1992,7
Unprovoked,brazil,pernambuco,swimming,m,,Y,,,1992,6
Unprovoked,reunion,saint-paul,surfing/bodyboarding,m,16.0,Y,afternoon,lemon,1992,6
Unprovoked,vanuatu,malampa province,swimming,f,21.0,N,,,1992,6
Unprovoked,reunion,saint-paul,diving,,,N,,mako,1992,6
Unprovoked,reunion,saint-joseph,surfing/bodyboarding,m,,Y,afternoon,tiger,1992,5
Unprovoked,mexico,mexico / caribbean sea,diving,m,,N,,,1992,5
Unprovoked,new zealand,antarctic ocean,swimming,m,,N,afternoon,great white,1992,4
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,35.0,N,afternoon,,1992,4
Unprovoked,usa,hawaii,surfing/bodyboarding,f,36.0,N,morning,tiger,1992,3
Unprovoked,australia,victoria,surfing/bodyboarding,m,17.0,N,,bronze whaler,1992,3
Unprovoked,japan,ehime prefecture,diving,m,41.0,Y,afternoon,great white,1992,3
Unprovoked,usa,oregon,wading,m,21.0,N,morning,great white,1992,3
Unprovoked,usa,hawaii,surfing/bodyboarding,m,,Y,afternoon,tiger,1992,2
Unprovoked,japan,ehime prefecture,diving,m,,N,morning,,1992,2
Unprovoked,reunion,la saline-les-bains,dive fishing,m,,N,afternoon,,1992,1
Unprovoked,australia,new south wales,surfing/bodyboarding,m,19.0,N,evening,bronze whaler,1992,1
Unprovoked,south africa,kwazulu-natal,swimming,m,19.0,N,evening,bull,1992,1
Unprovoked,south africa,kwazulu-natal,dive fishing,m,36.0,N,evening,blacktip,1992,1
Unprovoked,mauritius,nan,fishing,m,,N,,reef,1992,1
Unprovoked,japan,ehime prefecture,,m,,N,,,1992,1
Unprovoked,fiji,tavenui,,m,33.0,Y,,,1992,
Unprovoked,usa,california,diving,m,25.0,N,afternoon,great white,1991,12
Unprovoked,usa,hawaii,swimming,f,41.0,Y,morning,tiger,1991,11
Unprovoked,usa,hawaii,swimming,f,,N,morning,tiger,1991,11
Unprovoked,usa,hawaii,fishing,m,,Y,afternoon,tiger,1991,11
Unprovoked,australia,western australia,surfing/bodyboarding,m,14.0,N,,,1991,11
Unprovoked,usa,florida,surfing/bodyboarding,m,21.0,N,morning,,1991,10
Unprovoked,usa,california,surfing/bodyboarding,m,32.0,N,morning,great white,1991,10
Unprovoked,australia,south australia,diving,m,19.0,Y,afternoon,great white,1991,9
Unprovoked,usa,south carolina,swimming,m,23.0,N,afternoon,,1991,8
Unprovoked,usa,florida,wading,f,10.0,N,afternoon,,1991,8
Unprovoked,usa,florida,swimming,m,39.0,N,,reef,1991,7
Unprovoked,usa,florida,small watercraft,m,42.0,N,,blacktip,1991,7
Unprovoked,usa,florida,swimming,m,22.0,N,evening,,1991,7
Unprovoked,reunion,l'etang-salé,surfing/bodyboarding,m,30.0,N,evening,tiger,1991,7
Unprovoked,usa,california,surfing/bodyboarding,m,32.0,N,morning,great white,1991,7
Unprovoked,usa,virginia,surfing/bodyboarding,m,13.0,N,,,1991,7
Unprovoked,hong kong,nan,,m,22.0,Y,,,1991,6
Unprovoked,hong kong,kowloon peninsula,fishing,m,,Y,,,1991,6
Unprovoked,usa,florida,surfing/bodyboarding,m,18.0,N,evening,,1991,6
Unprovoked,usa,florida,swimming,m,31.0,N,morning,lemon,1991,6
Unprovoked,hong kong,port shelter,swimming,f,65.0,Y,morning,tiger,1991,6
Unprovoked,usa,hawaii,wading,m,23.0,N,afternoon,,1991,5
Unprovoked,south africa,western cape province,diving,m,,N,afternoon,great white,1991,5
Unprovoked,usa,florida,surfing/bodyboarding,m,22.0,N,morning,,1991,4
Unprovoked,usa,hawaii,wading,m,,N,evening,,1991,4
Unprovoked,australia,new south wales,diving,m,18.0,N,,nurse,1991,3
Unprovoked,usa,oregon,surfing/bodyboarding,m,38.0,N,morning,great white,1991,2
Unprovoked,south africa,western cape province,dive fishing,m,20.0,N,afternoon,great white,1991,2
Unprovoked,australia,queensland,swimming,m,35.0,N,morning,,1991,1
Unprovoked,australia,western australia,small watercraft,m,,N,,,1991,1
Unprovoked,australia,queensland,surfing/bodyboarding,m,22.0,N,,,1991,1
Unprovoked,australia,queensland,swimming,m,26.0,N,,,1990,11
Unprovoked,usa,california,diving,f,,N,afternoon,great white,1990,11
Unprovoked,usa,florida,surfing/bodyboarding,m,24.0,N,morning,,1990,11
Unprovoked,usa,florida,surfing/bodyboarding,m,50.0,N,afternoon,,1990,10
Unprovoked,usa,florida,surfing/bodyboarding,m,18.0,N,afternoon,,1990,10
Unprovoked,australia,queensland,swimming,m,26.0,N,evening,,1990,10
Unprovoked,australia,south australia,surfing/bodyboarding,m,,N,morning,,1990,10
Unprovoked,usa,florida,surfing/bodyboarding,m,25.0,N,afternoon,spinner,1990,10
Unprovoked,usa,hawaii,surfing/bodyboarding,m,43.0,N,afternoon,tiger,1990,10
Unprovoked,usa,florida,surfing/bodyboarding,m,19.0,N,afternoon,,1990,10
Unprovoked,south africa,western cape province,dive fishing,m,26.0,N,afternoon,great white,1990,9
Unprovoked,usa,california,dive fishing,m,49.0,N,afternoon,great white,1990,9
Unprovoked,usa,california,surfing/bodyboarding,m,22.0,N,afternoon,great white,1990,8
Unprovoked,usa,texas,surfing/bodyboarding,m,,N,,,1990,8
Unprovoked,usa,texas,fishing,m,18.0,N,afternoon,,1990,8
Unprovoked,usa,texas,wading,f,53.0,N,evening,,1990,7
Unprovoked,usa,florida,surfing/bodyboarding,m,17.0,N,,,1990,7
Unprovoked,south africa,western cape province,diving,f,21.0,Y,afternoon,great white,1990,6
Unprovoked,bahamas,nan,dive fishing,m,38.0,N,afternoon,,1990,6
Unprovoked,australia,queensland,swimming,f,35.0,N,,hammerhead,1990,5
Unprovoked,australia,queensland,fishing,m,35.0,N,,hammerhead,1990,5
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,22.0,N,afternoon,great white,1990,5
Unprovoked,south africa,eastern cape province,wading,m,23.0,N,afternoon,great white,1990,4
Unprovoked,australia,queensland,surfing/bodyboarding,m,31.0,N,morning,tiger,1990,4
Unprovoked,australia,queensland,diving,m,37.0,Y,,,1990,4
Unprovoked,australia,queensland,surfing/bodyboarding,m,,N,,,1990,4
Unprovoked,australia,queensland,surfing/bodyboarding,m,29.0,N,,,1990,4
Unprovoked,usa,hawaii,wading,m,,N,morning,,1990,4
Unprovoked,fiji,laucala island,swimming,m,30.0,N,,,1990,3
Unprovoked,reunion,sainte-marie,surfing/bodyboarding,m,,N,evening,bull,1990,3
Unprovoked,usa,hawaii,dive fishing,m,,Y,night,,1990,2
Unprovoked,usa,florida,,m,33.0,N,,,1990,2
Unprovoked,usa,california,wading,m,,N,,great white,1990,1
Unprovoked,australia,victoria,surfing/bodyboarding,m,32.0,N,,great white,1989,11
Unprovoked,south africa,western cape province,dive fishing,m,29.0,Y,afternoon,great white,1989,11
Unprovoked,australia,queensland,swimming,m,10.0,N,,bronze whaler,1989,11
Unprovoked,australia,northern territory,swimming,f,31.0,N,,,1989,10
Unprovoked,australia,tasmania,surfing/bodyboarding,m,17.0,N,afternoon,great white,1989,10
Unprovoked,usa,texas,surfing/bodyboarding,m,12.0,N,evening,,1989,10
Unprovoked,south africa,western cape province,diving,m,29.0,N,afternoon,great white,1989,9
Unprovoked,usa,california,diving,m,38.0,N,afternoon,great white,1989,9
Unprovoked,usa,north carolina,surfing/bodyboarding,m,31.0,N,,,1989,9
Unprovoked,usa,florida,swimming,m,21.0,N,,,1989,8
Unprovoked,south africa,western cape province,surfing/bodyboarding,m,21.0,N,morning,great white,1989,8
Unprovoked,australia,new south wales,surfing/bodyboarding,m,17.0,N,morning,bronze whaler,1989,8
Unprovoked,bahamas,great exuma island,dive fishing,f,31.0,N,,,1989,8
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,34.0,N,morning,great white,1989,7
Unprovoked,reunion,sainte-suzanne,surfing/bodyboarding,m,,Y,evening,,1989,7
Unprovoked,usa,florida,surfing/bodyboarding,m,16.0,N,afternoon,,1989,7
Unprovoked,usa,texas,swimming,f,9.0,N,,,1989,7
Unprovoked,usa,hawaii,adrift,m,,N,,,1989,6
Unprovoked,usa,louisiana,dive fishing,m,45.0,N,,tiger,1989,6
Unprovoked,italy,tuscany,surfing/bodyboarding,m,,N,afternoon,great white,1989,6
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,16.0,N,afternoon,great white,1989,6
Unprovoked,south africa,eastern cape province,diving,m,28.0,N,afternoon,great white,1989,6
Unprovoked,usa,florida,swimming,m,19.0,N,,,1989,4
Unprovoked,usa,washington,wading,m,,N,morning,great white,1989,4
Unprovoked,usa,hawaii,surfing/bodyboarding,m,,N,,,1989,4
Unprovoked,usa,hawaii,surfing/bodyboarding,m,,N,,,1989,4
Unprovoked,australia,south australia,surfing/bodyboarding,m,27.0,Y,evening,great white,1989,3
Unprovoked,south africa,kwazulu-natal,surfing/bodyboarding,m,26.0,N,afternoon,,1989,2
Unprovoked,italy,tyrrhenian sea,diving,m,47.0,Y,morning,great white,1989,2
Unprovoked,usa,california,small watercraft,f,24.0,Y,morning,great white,1989,1
Unprovoked,usa,hawaii,surfing/bodyboarding,m,10.0,N,,hammerhead,1989,1
Unprovoked,south africa,kwazulu-natal,swimming,m,19.0,N,evening,,1989,1
Unprovoked,usa,hawaii,swimming,m,,Y,,,1989,1
Unprovoked,australia,new south wales,surfing/bodyboarding,m,17.0,N,evening,tiger,1989,1
Unprovoked,papua new guinea,new ireland,diving,f,,N,,,1989,
Unprovoked,usa,virginia,dive fishing,m,,N,,,1989,
Unprovoked,chile,valpariso province,diving,m,,Y,,great white,1988,12
Unprovoked,usa,oregon,wading,m,21.0,N,evening,great white,1988,10
Unprovoked,australia,victoria,surfing/bodyboarding,m,38.0,N,,,1988,10
Unprovoked,usa,florida,surfing/bodyboarding,m,15.0,N,,,1988,10
Unprovoked,usa,florida,surfing/bodyboarding,m,30.0,N,,,1988,10
Unprovoked,usa,florida,surfing/bodyboarding,m,23.0,N,evening,,1988,10
Unprovoked,australia,south australia,surfing/bodyboarding,m,15.0,N,afternoon,,1988,10
Unprovoked,usa,florida,wading,f,23.0,N,,,1988,10
Unprovoked,usa,florida,surfing/bodyboarding,m,21.0,N,afternoon,,1988,9
Unprovoked,papua new guinea,new ireland,diving,m,27.0,Y,morning,,1988,9
Unprovoked,usa,florida,wading,f,,N,afternoon,,1988,9
Unprovoked,usa,florida,swimming,m,38.0,Y,afternoon,bull,1988,9
Unprovoked,italy,manfredonia,,m,16.0,N,,,1988,8
Unprovoked,japan,tokyo prefecture,,m,,N,,,1988,8
Unprovoked,usa,california,surfing/bodyboarding,m,27.0,N,morning,great white,1988,8
Unprovoked,bahamas,nan,dive fishing,m,,N,,,1988,7
Unprovoked,bahamas,nan,dive fishing,m,28.0,N,,reef,1988,7
Unprovoked,bahamas,nan,diving,m,35.0,N,,reef,1988,7
Unprovoked,usa,florida,swimming,f,15.0,N,morning,,1988,7
Unprovoked,usa,florida,surfing/bodyboarding,m,37.0,N,afternoon,,1988,7
Unprovoked,bahamas,nan,swimming,m,,N,,,1988,7
Unprovoked,bahamas,nan,dive fishing,m,,N,,,1988,7
Unprovoked,south africa,western cape province,dive fishing,m,36.0,N,morning,great white,1988,6
Unprovoked,usa,north carolina,diving,m,42.0,N,,tiger,1988,6
Unprovoked,usa,south carolina,wading,m,37.0,N,afternoon,,1988,6
Unprovoked,usa,florida,swimming,m,12.0,N,afternoon,,1988,6
Unprovoked,usa,florida,surfing/bodyboarding,m,25.0,N,morning,,1988,6
Unprovoked,south korea,nan,diving,f,38.0,Y,,,1988,5
Unprovoked,usa,florida,surfing/bodyboarding,m,31.0,N,evening,,1988,5
Unprovoked,usa,florida,surfing/bodyboarding,m,29.0,N,morning,,1988,5
Unprovoked,reunion,saint-louis,,m,,Y,evening,,1988,4
Unprovoked,usa,california,surfing/bodyboarding,m,,N,,great white,1988,4
Unprovoked,usa,florida,swimming,m,24.0,N,evening,,1988,4
Unprovoked,usa,florida,surfing/bodyboarding,m,14.0,N,,,1988,4
Unprovoked,usa,florida,surfing/bodyboarding,m,,N,,,1988,4
Unprovoked,usa,florida,wading,f,30.0,N,,,1988,3
Unprovoked,usa,hawaii,surfing/bodyboarding,m,,N,,,1988,3
Unprovoked,south africa,kwazulu-natal,surfing/bodyboarding,m,17.0,N,afternoon,,1988,3
Unprovoked,reunion,saint-pierre,surfing/bodyboarding,m,,N,evening,,1988,3
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,20.0,N,evening,,1988,2
Unprovoked,south africa,kwazulu-natal,wading,f,15.0,N,morning,bull,1988,2
Unprovoked,fiji,vanua levu,diving,m,22.0,N,,tiger,1988,2
Unprovoked,australia,new south wales,surfing/bodyboarding,m,12.0,N,,wobbegong,1988,
Unprovoked,usa,florida,surfing/bodyboarding,m,16.0,N,afternoon,blacktip,1987,12
Unprovoked,usa,florida,surfing/bodyboarding,m,15.0,N,,,1987,11
Unprovoked,usa,california,surfing/bodyboarding,m,20.0,N,evening,,1987,10
Unprovoked,south africa,western cape province,dive fishing,m,21.0,N,afternoon,great white,1987,10
Unprovoked,australia,south australia,diving,m,47.0,Y,,great white,1987,9
Unprovoked,south africa,western cape province,surfing/bodyboarding,m,24.0,N,morning,great white,1987,9
Unprovoked,usa,florida,wading,m,12.0,N,morning,,1987,8
Unprovoked,usa,california,wading,m,40.0,N,morning,great white,1987,8
Unprovoked,usa,florida,surfing/bodyboarding,m,27.0,N,morning,,1987,7
Unprovoked,usa,texas,surfing/bodyboarding,f,32.0,N,evening,,1987,7
Unprovoked,usa,texas,wading,f,16.0,N,afternoon,,1987,7
Unprovoked,bahamas,exuma islands,swimming,m,35.0,N,afternoon,,1987,7
Unprovoked,bahamas,nan,dive fishing,m,,N,,,1987,7
Unprovoked,usa,south carolina,,m,12.0,N,,,1987,5
Unprovoked,usa,florida,surfing/bodyboarding,m,,N,,,1987,5
Unprovoked,usa,texas,swimming,f,16.0,N,evening,,1987,4
Unprovoked,usa,hawaii,swimming,m,,Y,,,1987,4
Unprovoked,vanuatu,malampa province,swimming,m,8.0,Y,afternoon,,1987,4
Unprovoked,australia,western australia,surfing/bodyboarding,m,18.0,N,,bronze whaler,1987,3
Unprovoked,usa,florida,surfing/bodyboarding,m,,N,,spinner,1987,2
Unprovoked,south africa,eastern cape province,dive fishing,m,30.0,N,afternoon,great white,1987,1
Unprovoked,australia,queensland,swimming,m,37.0,N,morning,,1987,1
Unprovoked,south africa,western cape province,dive fishing,m,,N,afternoon,raggedtooth,1986,12
Unprovoked,south africa,western cape province,surfing/bodyboarding,m,21.0,Y,evening,great white,1986,12
Unprovoked,usa,florida,surfing/bodyboarding,m,40.0,N,afternoon,spinner,1986,12
Unprovoked,bahamas,florida straits,adrift,m,37.0,N,,,1986,12
Unprovoked,usa,california,dive fishing,m,27.0,N,morning,great white,1986,12
Unprovoked,new caledonia,nan,dive fishing,,,N,,tiger,1986,12
Unprovoked,usa,florida,surfing/bodyboarding,m,17.0,N,morning,,1986,11
Unprovoked,usa,florida,surfing/bodyboarding,m,26.0,N,morning,,1986,11
Unprovoked,usa,florida,surfing/bodyboarding,m,23.0,N,,,1986,11
Unprovoked,usa,florida,swimming,f,6.0,N,evening,lemon,1986,10
Unprovoked,south africa,kwazulu-natal,,m,32.0,N,morning,,1986,10
Unprovoked,usa,florida,surfing/bodyboarding,m,28.0,N,,bull,1986,10
Unprovoked,usa,florida,surfing/bodyboarding,,,N,,,1986,9
Unprovoked,usa,florida,surfing/bodyboarding,,18.0,N,,,1986,9
Unprovoked,usa,north carolina,surfing/bodyboarding,,16.0,N,,,1986,8
Unprovoked,australia,new south wales,diving,f,,N,,wobbegong,1986,8
Unprovoked,france,gulf of lyons,,,,N,,,1986,8
Unprovoked,usa,south carolina,,m,8.0,N,,,1986,7
Unprovoked,south africa,kwazulu-natal,dive fishing,m,26.0,N,evening,dusky,1986,7
Unprovoked,australia,new south wales,diving,m,,N,,wobbegong,1986,5
Unprovoked,south korea,nan,diving,m,,Y,,,1986,5
Unprovoked,usa,hawaii,adrift,m,,Y,,,1986,4
Unprovoked,spain,catalonia,diving,m,,N,,,1986,4
Unprovoked,spain,cádiz,surfing/bodyboarding,m,,N,morning,great white,1986,3
Unprovoked,south africa,kwazulu-natal,swimming,m,26.0,N,afternoon,,1986,3
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,23.0,N,,,1986,3
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,21.0,N,afternoon,great white,1986,2
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,,N,evening,,1986,2
Unprovoked,south africa,eastern cape province,swimming,m,46.0,N,evening,raggedtooth,1986,2
Unprovoked,south africa,western cape province,dive fishing,m,29.0,N,afternoon,raggedtooth,1986,2
Unprovoked,australia,victoria,surfing/bodyboarding,m,29.0,N,morning,bronze whaler,1986,2
Unprovoked,usa,florida,surfing/bodyboarding,m,22.0,N,morning,blacktip,1986,1
Unprovoked,usa,california,surfing/bodyboarding,m,16.0,N,afternoon,,1986,
Unprovoked,south africa,kwazulu-natal,surfing/bodyboarding,m,,N,,,1985,12
Unprovoked,usa,north carolina,,m,,N,,tiger,1985,12
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,22.0,N,morning,great white,1985,10
Unprovoked,usa,california,diving,m,46.0,N,afternoon,sevengill,1985,10
Unprovoked,usa,hawaii,surfing/bodyboarding,m,33.0,N,,tiger,1985,10
Unprovoked,usa,hawaii,dive fishing,m,24.0,N,,,1985,10
Unprovoked,usa,california,dive fishing,m,,N,,great white,1985,9
Unprovoked,usa,florida,diving,m,,N,afternoon,,1985,9
Unprovoked,usa,south carolina,wading,m,87.0,N,,,1985,8
Unprovoked,usa,florida,wading,f,13.0,N,evening,hammerhead,1985,7
Unprovoked,usa,florida,surfing/bodyboarding,m,15.0,N,morning,,1985,7
